,date,tic,LAST_PRICE,type
5598,2002-03-04,SPX Index,1153.84,asset
5599,2002-03-05,SPX Index,1146.14,asset
5600,2002-03-06,SPX Index,1162.77,asset
5601,2002-03-07,SPX Index,1157.54,asset
5602,2002-03-08,SPX Index,1164.31,asset
5603,2002-03-11,SPX Index,1168.26,asset
5604,2002-03-12,SPX Index,1165.58,asset
5605,2002-03-13,SPX Index,1154.09,asset
5606,2002-03-14,SPX Index,1153.04,asset
5607,2002-03-15,SPX Index,1166.16,asset
5608,2002-03-18,SPX Index,1165.55,asset
5609,2002-03-19,SPX Index,1170.29,asset
5610,2002-03-20,SPX Index,1151.85,asset
5611,2002-03-21,SPX Index,1153.59,asset
5612,2002-03-22,SPX Index,1148.7,asset
5613,2002-03-25,SPX Index,1131.87,asset
5614,2002-03-26,SPX Index,1138.49,asset
5615,2002-03-27,SPX Index,1144.58,asset
5616,2002-03-28,SPX Index,1147.39,asset
5617,2002-04-01,SPX Index,1146.55,asset
5618,2002-04-02,SPX Index,1136.77,asset
5619,2002-04-03,SPX Index,1125.4,asset
5620,2002-04-04,SPX Index,1126.34,asset
5621,2002-04-05,SPX Index,1122.73,asset
5622,2002-04-08,SPX Index,1125.29,asset
5623,2002-04-09,SPX Index,1117.8,asset
5624,2002-04-10,SPX Index,1130.46,asset
5625,2002-04-11,SPX Index,1103.69,asset
5626,2002-04-12,SPX Index,1111.01,asset
5627,2002-04-15,SPX Index,1102.55,asset
5628,2002-04-16,SPX Index,1128.37,asset
5629,2002-04-17,SPX Index,1126.07,asset
5630,2002-04-18,SPX Index,1124.47,asset
5631,2002-04-19,SPX Index,1125.17,asset
5632,2002-04-22,SPX Index,1107.83,asset
5633,2002-04-23,SPX Index,1100.96,asset
5634,2002-04-24,SPX Index,1093.14,asset
5635,2002-04-25,SPX Index,1091.48,asset
5636,2002-04-26,SPX Index,1076.32,asset
5637,2002-04-29,SPX Index,1065.46,asset
5638,2002-04-30,SPX Index,1076.92,asset
5639,2002-05-01,SPX Index,1086.46,asset
5640,2002-05-02,SPX Index,1084.56,asset
5641,2002-05-03,SPX Index,1073.43,asset
5642,2002-05-06,SPX Index,1052.67,asset
5643,2002-05-07,SPX Index,1049.49,asset
5644,2002-05-08,SPX Index,1088.85,asset
5645,2002-05-09,SPX Index,1073.01,asset
5646,2002-05-10,SPX Index,1054.99,asset
5647,2002-05-13,SPX Index,1074.56,asset
5648,2002-05-14,SPX Index,1097.28,asset
5649,2002-05-15,SPX Index,1091.07,asset
5650,2002-05-16,SPX Index,1098.23,asset
5651,2002-05-17,SPX Index,1106.59,asset
5652,2002-05-20,SPX Index,1091.88,asset
5653,2002-05-21,SPX Index,1079.88,asset
5654,2002-05-22,SPX Index,1086.02,asset
5655,2002-05-23,SPX Index,1097.08,asset
5656,2002-05-24,SPX Index,1083.82,asset
5657,2002-05-28,SPX Index,1074.55,asset
5658,2002-05-29,SPX Index,1067.66,asset
5659,2002-05-30,SPX Index,1064.66,asset
5660,2002-05-31,SPX Index,1067.14,asset
5661,2002-06-03,SPX Index,1040.68,asset
5662,2002-06-04,SPX Index,1040.69,asset
5663,2002-06-05,SPX Index,1049.9,asset
5664,2002-06-06,SPX Index,1029.15,asset
5665,2002-06-07,SPX Index,1027.53,asset
5666,2002-06-10,SPX Index,1030.74,asset
5667,2002-06-11,SPX Index,1013.6,asset
5668,2002-06-12,SPX Index,1020.26,asset
5669,2002-06-13,SPX Index,1009.56,asset
5670,2002-06-14,SPX Index,1007.28,asset
5671,2002-06-17,SPX Index,1036.17,asset
5672,2002-06-18,SPX Index,1037.14,asset
5673,2002-06-19,SPX Index,1019.99,asset
5674,2002-06-20,SPX Index,1006.29,asset
5675,2002-06-21,SPX Index,989.14,asset
5676,2002-06-24,SPX Index,992.72,asset
5677,2002-06-25,SPX Index,976.14,asset
5678,2002-06-26,SPX Index,973.53,asset
5679,2002-06-27,SPX Index,990.64,asset
5680,2002-06-28,SPX Index,989.81,asset
5681,2002-07-01,SPX Index,968.65,asset
5682,2002-07-02,SPX Index,948.09,asset
5683,2002-07-03,SPX Index,953.99,asset
5684,2002-07-05,SPX Index,989.03,asset
5685,2002-07-08,SPX Index,976.98,asset
5686,2002-07-09,SPX Index,952.83,asset
5687,2002-07-10,SPX Index,920.47,asset
5688,2002-07-11,SPX Index,927.37,asset
5689,2002-07-12,SPX Index,921.39,asset
5690,2002-07-15,SPX Index,917.93,asset
5691,2002-07-16,SPX Index,901.05,asset
5692,2002-07-17,SPX Index,906.04,asset
5693,2002-07-18,SPX Index,881.56,asset
5694,2002-07-19,SPX Index,847.76,asset
5695,2002-07-22,SPX Index,819.85,asset
5696,2002-07-23,SPX Index,797.7,asset
5697,2002-07-24,SPX Index,843.42,asset
5698,2002-07-25,SPX Index,838.68,asset
5699,2002-07-26,SPX Index,852.84,asset
5700,2002-07-29,SPX Index,898.96,asset
5701,2002-07-30,SPX Index,902.78,asset
5702,2002-07-31,SPX Index,911.62,asset
5703,2002-08-01,SPX Index,884.66,asset
5704,2002-08-02,SPX Index,864.24,asset
5705,2002-08-05,SPX Index,834.6,asset
5706,2002-08-06,SPX Index,859.57,asset
5707,2002-08-07,SPX Index,876.77,asset
5708,2002-08-08,SPX Index,905.46,asset
5709,2002-08-09,SPX Index,908.64,asset
5710,2002-08-12,SPX Index,903.8,asset
5711,2002-08-13,SPX Index,884.21,asset
5712,2002-08-14,SPX Index,919.62,asset
5713,2002-08-15,SPX Index,930.25,asset
5714,2002-08-16,SPX Index,928.77,asset
5715,2002-08-19,SPX Index,950.72,asset
5716,2002-08-20,SPX Index,937.43,asset
5717,2002-08-21,SPX Index,949.36,asset
5718,2002-08-22,SPX Index,962.7,asset
5719,2002-08-23,SPX Index,940.86,asset
5720,2002-08-26,SPX Index,947.95,asset
5721,2002-08-27,SPX Index,934.82,asset
5722,2002-08-28,SPX Index,917.87,asset
5723,2002-08-29,SPX Index,917.8,asset
5724,2002-08-30,SPX Index,916.07,asset
5725,2002-09-03,SPX Index,878.02,asset
5726,2002-09-04,SPX Index,893.41,asset
5727,2002-09-05,SPX Index,879.15,asset
5728,2002-09-06,SPX Index,893.92,asset
5729,2002-09-09,SPX Index,902.96,asset
5730,2002-09-10,SPX Index,909.58,asset
5731,2002-09-11,SPX Index,909.45,asset
5732,2002-09-12,SPX Index,886.91,asset
5733,2002-09-13,SPX Index,889.81,asset
5734,2002-09-16,SPX Index,891.1,asset
5735,2002-09-17,SPX Index,873.52,asset
5736,2002-09-18,SPX Index,869.46,asset
5737,2002-09-19,SPX Index,843.32,asset
5738,2002-09-20,SPX Index,845.39,asset
5739,2002-09-23,SPX Index,833.7,asset
5740,2002-09-24,SPX Index,819.29,asset
5741,2002-09-25,SPX Index,839.66,asset
5742,2002-09-26,SPX Index,854.95,asset
5743,2002-09-27,SPX Index,827.37,asset
5744,2002-09-30,SPX Index,815.28,asset
5745,2002-10-01,SPX Index,847.91,asset
5746,2002-10-02,SPX Index,827.91,asset
5747,2002-10-03,SPX Index,818.95,asset
5748,2002-10-04,SPX Index,800.58,asset
5749,2002-10-07,SPX Index,785.28,asset
5750,2002-10-08,SPX Index,798.55,asset
5751,2002-10-09,SPX Index,776.76,asset
5752,2002-10-10,SPX Index,803.92,asset
5753,2002-10-11,SPX Index,835.32,asset
5754,2002-10-14,SPX Index,841.44,asset
5755,2002-10-15,SPX Index,881.27,asset
5756,2002-10-16,SPX Index,860.02,asset
5757,2002-10-17,SPX Index,879.2,asset
5758,2002-10-18,SPX Index,884.39,asset
5759,2002-10-21,SPX Index,899.72,asset
5760,2002-10-22,SPX Index,890.16,asset
5761,2002-10-23,SPX Index,896.14,asset
5762,2002-10-24,SPX Index,882.5,asset
5763,2002-10-25,SPX Index,897.65,asset
5764,2002-10-28,SPX Index,890.23,asset
5765,2002-10-29,SPX Index,882.15,asset
5766,2002-10-30,SPX Index,890.71,asset
5767,2002-10-31,SPX Index,885.76,asset
5768,2002-11-01,SPX Index,900.96,asset
5769,2002-11-04,SPX Index,908.35,asset
5770,2002-11-05,SPX Index,915.39,asset
5771,2002-11-06,SPX Index,923.76,asset
5772,2002-11-07,SPX Index,902.65,asset
5773,2002-11-08,SPX Index,894.74,asset
5774,2002-11-11,SPX Index,876.19,asset
5775,2002-11-12,SPX Index,882.95,asset
5776,2002-11-13,SPX Index,882.53,asset
5777,2002-11-14,SPX Index,904.27,asset
5778,2002-11-15,SPX Index,909.83,asset
5779,2002-11-18,SPX Index,900.36,asset
5780,2002-11-19,SPX Index,896.74,asset
5781,2002-11-20,SPX Index,914.15,asset
5782,2002-11-21,SPX Index,933.76,asset
5783,2002-11-22,SPX Index,930.55,asset
5784,2002-11-25,SPX Index,932.88,asset
5785,2002-11-26,SPX Index,913.31,asset
5786,2002-11-27,SPX Index,938.87,asset
5787,2002-11-29,SPX Index,936.31,asset
5788,2002-12-02,SPX Index,934.53,asset
5789,2002-12-03,SPX Index,920.75,asset
5790,2002-12-04,SPX Index,917.57,asset
5791,2002-12-05,SPX Index,906.55,asset
5792,2002-12-06,SPX Index,912.23,asset
5793,2002-12-09,SPX Index,892.0,asset
5794,2002-12-10,SPX Index,904.45,asset
5795,2002-12-11,SPX Index,904.96,asset
5796,2002-12-12,SPX Index,901.59,asset
5797,2002-12-13,SPX Index,889.48,asset
5798,2002-12-16,SPX Index,910.4,asset
5799,2002-12-17,SPX Index,902.99,asset
5800,2002-12-18,SPX Index,891.12,asset
5801,2002-12-19,SPX Index,884.25,asset
5802,2002-12-20,SPX Index,895.75,asset
5803,2002-12-23,SPX Index,897.38,asset
5804,2002-12-24,SPX Index,892.47,asset
5805,2002-12-26,SPX Index,889.66,asset
5806,2002-12-27,SPX Index,875.4,asset
5807,2002-12-30,SPX Index,879.39,asset
5808,2002-12-31,SPX Index,879.82,asset
5809,2003-01-02,SPX Index,909.03,asset
5810,2003-01-03,SPX Index,908.59,asset
5811,2003-01-06,SPX Index,929.01,asset
5812,2003-01-07,SPX Index,922.93,asset
5813,2003-01-08,SPX Index,909.93,asset
5814,2003-01-09,SPX Index,927.58,asset
5815,2003-01-10,SPX Index,927.57,asset
5816,2003-01-13,SPX Index,926.26,asset
5817,2003-01-14,SPX Index,931.66,asset
5818,2003-01-15,SPX Index,918.22,asset
5819,2003-01-16,SPX Index,914.6,asset
5820,2003-01-17,SPX Index,901.78,asset
5821,2003-01-21,SPX Index,887.62,asset
5822,2003-01-22,SPX Index,878.36,asset
5823,2003-01-23,SPX Index,887.34,asset
5824,2003-01-24,SPX Index,861.4,asset
5825,2003-01-27,SPX Index,847.48,asset
5826,2003-01-28,SPX Index,858.54,asset
5827,2003-01-29,SPX Index,864.36,asset
5828,2003-01-30,SPX Index,844.61,asset
5829,2003-01-31,SPX Index,855.7,asset
5830,2003-02-03,SPX Index,860.32,asset
5831,2003-02-04,SPX Index,848.2,asset
5832,2003-02-05,SPX Index,843.59,asset
5833,2003-02-06,SPX Index,838.15,asset
5834,2003-02-07,SPX Index,829.69,asset
5835,2003-02-10,SPX Index,835.97,asset
5836,2003-02-11,SPX Index,829.2,asset
5837,2003-02-12,SPX Index,818.68,asset
5838,2003-02-13,SPX Index,817.37,asset
5839,2003-02-14,SPX Index,834.89,asset
5840,2003-02-18,SPX Index,851.17,asset
5841,2003-02-19,SPX Index,845.13,asset
5842,2003-02-20,SPX Index,837.1,asset
5843,2003-02-21,SPX Index,848.17,asset
5844,2003-02-24,SPX Index,832.58,asset
5845,2003-02-25,SPX Index,838.57,asset
5846,2003-02-26,SPX Index,827.55,asset
5847,2003-02-27,SPX Index,837.28,asset
5848,2003-02-28,SPX Index,841.15,asset
5849,2003-03-03,SPX Index,834.81,asset
5850,2003-03-04,SPX Index,821.99,asset
5851,2003-03-05,SPX Index,829.85,asset
5852,2003-03-06,SPX Index,822.1,asset
5853,2003-03-07,SPX Index,828.89,asset
5854,2003-03-10,SPX Index,807.48,asset
5855,2003-03-11,SPX Index,800.73,asset
5856,2003-03-12,SPX Index,804.19,asset
5857,2003-03-13,SPX Index,831.9,asset
5858,2003-03-14,SPX Index,833.27,asset
5859,2003-03-17,SPX Index,862.79,asset
5860,2003-03-18,SPX Index,866.45,asset
5861,2003-03-19,SPX Index,874.02,asset
5862,2003-03-20,SPX Index,875.67,asset
5863,2003-03-21,SPX Index,895.79,asset
5864,2003-03-24,SPX Index,864.23,asset
5865,2003-03-25,SPX Index,874.74,asset
5866,2003-03-26,SPX Index,869.95,asset
5867,2003-03-27,SPX Index,868.52,asset
5868,2003-03-28,SPX Index,863.5,asset
5869,2003-03-31,SPX Index,848.18,asset
5870,2003-04-01,SPX Index,858.48,asset
5871,2003-04-02,SPX Index,880.9,asset
5872,2003-04-03,SPX Index,876.45,asset
5873,2003-04-04,SPX Index,878.85,asset
5874,2003-04-07,SPX Index,879.93,asset
5875,2003-04-08,SPX Index,878.29,asset
5876,2003-04-09,SPX Index,865.99,asset
5877,2003-04-10,SPX Index,871.58,asset
5878,2003-04-11,SPX Index,868.3,asset
5879,2003-04-14,SPX Index,885.23,asset
5880,2003-04-15,SPX Index,890.81,asset
5881,2003-04-16,SPX Index,879.91,asset
5882,2003-04-17,SPX Index,893.58,asset
5883,2003-04-21,SPX Index,892.01,asset
5884,2003-04-22,SPX Index,911.37,asset
5885,2003-04-23,SPX Index,919.02,asset
5886,2003-04-24,SPX Index,911.43,asset
5887,2003-04-25,SPX Index,898.81,asset
5888,2003-04-28,SPX Index,914.84,asset
5889,2003-04-29,SPX Index,917.84,asset
5890,2003-04-30,SPX Index,916.92,asset
5891,2003-05-01,SPX Index,916.3,asset
5892,2003-05-02,SPX Index,930.08,asset
5893,2003-05-05,SPX Index,926.55,asset
5894,2003-05-06,SPX Index,934.39,asset
5895,2003-05-07,SPX Index,929.62,asset
5896,2003-05-08,SPX Index,920.27,asset
5897,2003-05-09,SPX Index,933.41,asset
5898,2003-05-12,SPX Index,945.11,asset
5899,2003-05-13,SPX Index,942.3,asset
5900,2003-05-14,SPX Index,939.28,asset
5901,2003-05-15,SPX Index,946.67,asset
5902,2003-05-16,SPX Index,944.3,asset
5903,2003-05-19,SPX Index,920.77,asset
5904,2003-05-20,SPX Index,919.73,asset
5905,2003-05-21,SPX Index,923.42,asset
5906,2003-05-22,SPX Index,931.87,asset
5907,2003-05-23,SPX Index,933.22,asset
5908,2003-05-27,SPX Index,951.48,asset
5909,2003-05-28,SPX Index,953.22,asset
5910,2003-05-29,SPX Index,949.64,asset
5911,2003-05-30,SPX Index,963.59,asset
5912,2003-06-02,SPX Index,967.0,asset
5913,2003-06-03,SPX Index,971.56,asset
5914,2003-06-04,SPX Index,986.24,asset
5915,2003-06-05,SPX Index,990.14,asset
5916,2003-06-06,SPX Index,987.76,asset
5917,2003-06-09,SPX Index,975.93,asset
5918,2003-06-10,SPX Index,984.84,asset
5919,2003-06-11,SPX Index,997.48,asset
5920,2003-06-12,SPX Index,998.51,asset
5921,2003-06-13,SPX Index,988.61,asset
5922,2003-06-16,SPX Index,1010.74,asset
5923,2003-06-17,SPX Index,1011.66,asset
5924,2003-06-18,SPX Index,1010.09,asset
5925,2003-06-19,SPX Index,994.7,asset
5926,2003-06-20,SPX Index,995.69,asset
5927,2003-06-23,SPX Index,981.64,asset
5928,2003-06-24,SPX Index,983.45,asset
5929,2003-06-25,SPX Index,975.32,asset
5930,2003-06-26,SPX Index,985.82,asset
5931,2003-06-27,SPX Index,976.22,asset
5932,2003-06-30,SPX Index,974.5,asset
5933,2003-07-01,SPX Index,982.32,asset
5934,2003-07-02,SPX Index,993.75,asset
5935,2003-07-03,SPX Index,985.7,asset
5936,2003-07-07,SPX Index,1004.42,asset
5937,2003-07-08,SPX Index,1007.84,asset
5938,2003-07-09,SPX Index,1002.21,asset
5939,2003-07-10,SPX Index,988.7,asset
5940,2003-07-11,SPX Index,998.14,asset
5941,2003-07-14,SPX Index,1003.86,asset
5942,2003-07-15,SPX Index,1000.42,asset
5943,2003-07-16,SPX Index,994.0,asset
5944,2003-07-17,SPX Index,981.73,asset
5945,2003-07-18,SPX Index,993.32,asset
5946,2003-07-21,SPX Index,978.8,asset
5947,2003-07-22,SPX Index,988.11,asset
5948,2003-07-23,SPX Index,988.61,asset
5949,2003-07-24,SPX Index,981.6,asset
5950,2003-07-25,SPX Index,998.68,asset
5951,2003-07-28,SPX Index,996.52,asset
5952,2003-07-29,SPX Index,989.28,asset
5953,2003-07-30,SPX Index,987.49,asset
5954,2003-07-31,SPX Index,990.31,asset
5955,2003-08-01,SPX Index,980.15,asset
5956,2003-08-04,SPX Index,982.82,asset
5957,2003-08-05,SPX Index,965.46,asset
5958,2003-08-06,SPX Index,967.08,asset
5959,2003-08-07,SPX Index,974.12,asset
5960,2003-08-08,SPX Index,977.59,asset
5961,2003-08-11,SPX Index,980.59,asset
5962,2003-08-12,SPX Index,990.35,asset
5963,2003-08-13,SPX Index,984.03,asset
5964,2003-08-14,SPX Index,990.51,asset
5965,2003-08-15,SPX Index,990.67,asset
5966,2003-08-18,SPX Index,999.74,asset
5967,2003-08-19,SPX Index,1002.35,asset
5968,2003-08-20,SPX Index,1000.3,asset
5969,2003-08-21,SPX Index,1003.28,asset
5970,2003-08-22,SPX Index,993.06,asset
5971,2003-08-25,SPX Index,993.71,asset
5972,2003-08-26,SPX Index,996.73,asset
5973,2003-08-27,SPX Index,996.79,asset
5974,2003-08-28,SPX Index,1002.84,asset
5975,2003-08-29,SPX Index,1008.01,asset
5976,2003-09-02,SPX Index,1021.99,asset
5977,2003-09-03,SPX Index,1026.27,asset
5978,2003-09-04,SPX Index,1027.97,asset
5979,2003-09-05,SPX Index,1021.39,asset
5980,2003-09-08,SPX Index,1031.64,asset
5981,2003-09-09,SPX Index,1023.17,asset
5982,2003-09-10,SPX Index,1010.92,asset
5983,2003-09-11,SPX Index,1016.42,asset
5984,2003-09-12,SPX Index,1018.63,asset
5985,2003-09-15,SPX Index,1014.81,asset
5986,2003-09-16,SPX Index,1029.32,asset
5987,2003-09-17,SPX Index,1025.97,asset
5988,2003-09-18,SPX Index,1039.58,asset
5989,2003-09-19,SPX Index,1036.3,asset
5990,2003-09-22,SPX Index,1022.82,asset
5991,2003-09-23,SPX Index,1029.03,asset
5992,2003-09-24,SPX Index,1009.38,asset
5993,2003-09-25,SPX Index,1003.27,asset
5994,2003-09-26,SPX Index,996.85,asset
5995,2003-09-29,SPX Index,1006.58,asset
5996,2003-09-30,SPX Index,995.97,asset
5997,2003-10-01,SPX Index,1018.22,asset
5998,2003-10-02,SPX Index,1020.24,asset
5999,2003-10-03,SPX Index,1029.85,asset
6000,2003-10-06,SPX Index,1034.35,asset
6001,2003-10-07,SPX Index,1039.25,asset
6002,2003-10-08,SPX Index,1033.78,asset
6003,2003-10-09,SPX Index,1038.73,asset
6004,2003-10-10,SPX Index,1038.06,asset
6005,2003-10-13,SPX Index,1045.35,asset
6006,2003-10-14,SPX Index,1049.48,asset
6007,2003-10-15,SPX Index,1046.76,asset
6008,2003-10-16,SPX Index,1050.07,asset
6009,2003-10-17,SPX Index,1039.32,asset
6010,2003-10-20,SPX Index,1044.68,asset
6011,2003-10-21,SPX Index,1046.03,asset
6012,2003-10-22,SPX Index,1030.36,asset
6013,2003-10-23,SPX Index,1033.77,asset
6014,2003-10-24,SPX Index,1028.91,asset
6015,2003-10-27,SPX Index,1031.13,asset
6016,2003-10-28,SPX Index,1046.79,asset
6017,2003-10-29,SPX Index,1048.11,asset
6018,2003-10-30,SPX Index,1046.94,asset
6019,2003-10-31,SPX Index,1050.71,asset
6020,2003-11-03,SPX Index,1059.02,asset
6021,2003-11-04,SPX Index,1053.25,asset
6022,2003-11-05,SPX Index,1051.81,asset
6023,2003-11-06,SPX Index,1058.05,asset
6024,2003-11-07,SPX Index,1053.21,asset
6025,2003-11-10,SPX Index,1047.11,asset
6026,2003-11-11,SPX Index,1046.57,asset
6027,2003-11-12,SPX Index,1058.56,asset
6028,2003-11-13,SPX Index,1058.41,asset
6029,2003-11-14,SPX Index,1050.35,asset
6030,2003-11-17,SPX Index,1043.63,asset
6031,2003-11-18,SPX Index,1034.15,asset
6032,2003-11-19,SPX Index,1042.44,asset
6033,2003-11-20,SPX Index,1033.65,asset
6034,2003-11-21,SPX Index,1035.28,asset
6035,2003-11-24,SPX Index,1052.08,asset
6036,2003-11-25,SPX Index,1053.89,asset
6037,2003-11-26,SPX Index,1058.45,asset
6038,2003-11-28,SPX Index,1058.2,asset
6039,2003-12-01,SPX Index,1070.12,asset
6040,2003-12-02,SPX Index,1066.62,asset
6041,2003-12-03,SPX Index,1064.73,asset
6042,2003-12-04,SPX Index,1069.72,asset
6043,2003-12-05,SPX Index,1061.5,asset
6044,2003-12-08,SPX Index,1069.3,asset
6045,2003-12-09,SPX Index,1060.18,asset
6046,2003-12-10,SPX Index,1059.05,asset
6047,2003-12-11,SPX Index,1071.21,asset
6048,2003-12-12,SPX Index,1074.14,asset
6049,2003-12-15,SPX Index,1068.04,asset
6050,2003-12-16,SPX Index,1075.13,asset
6051,2003-12-17,SPX Index,1076.48,asset
6052,2003-12-18,SPX Index,1089.18,asset
6053,2003-12-19,SPX Index,1088.67,asset
6054,2003-12-22,SPX Index,1092.94,asset
6055,2003-12-23,SPX Index,1096.02,asset
6056,2003-12-24,SPX Index,1094.04,asset
6057,2003-12-26,SPX Index,1095.89,asset
6058,2003-12-29,SPX Index,1109.48,asset
6059,2003-12-30,SPX Index,1109.64,asset
6060,2003-12-31,SPX Index,1111.92,asset
6061,2004-01-02,SPX Index,1108.48,asset
6062,2004-01-05,SPX Index,1122.22,asset
6063,2004-01-06,SPX Index,1123.67,asset
6064,2004-01-07,SPX Index,1126.33,asset
6065,2004-01-08,SPX Index,1131.92,asset
6066,2004-01-09,SPX Index,1121.86,asset
6067,2004-01-12,SPX Index,1127.23,asset
6068,2004-01-13,SPX Index,1121.22,asset
6069,2004-01-14,SPX Index,1130.52,asset
6070,2004-01-15,SPX Index,1132.05,asset
6071,2004-01-16,SPX Index,1139.83,asset
6072,2004-01-20,SPX Index,1138.77,asset
6073,2004-01-21,SPX Index,1147.62,asset
6074,2004-01-22,SPX Index,1143.94,asset
6075,2004-01-23,SPX Index,1141.55,asset
6076,2004-01-26,SPX Index,1155.37,asset
6077,2004-01-27,SPX Index,1144.05,asset
6078,2004-01-28,SPX Index,1128.48,asset
6079,2004-01-29,SPX Index,1134.12,asset
6080,2004-01-30,SPX Index,1131.13,asset
6081,2004-02-02,SPX Index,1135.26,asset
6082,2004-02-03,SPX Index,1136.03,asset
6083,2004-02-04,SPX Index,1126.53,asset
6084,2004-02-05,SPX Index,1128.59,asset
6085,2004-02-06,SPX Index,1142.76,asset
6086,2004-02-09,SPX Index,1139.81,asset
6087,2004-02-10,SPX Index,1145.54,asset
6088,2004-02-11,SPX Index,1157.76,asset
6089,2004-02-12,SPX Index,1152.11,asset
6090,2004-02-13,SPX Index,1145.81,asset
6091,2004-02-17,SPX Index,1156.99,asset
6092,2004-02-18,SPX Index,1151.82,asset
6093,2004-02-19,SPX Index,1147.06,asset
6094,2004-02-20,SPX Index,1144.11,asset
6095,2004-02-23,SPX Index,1140.99,asset
6096,2004-02-24,SPX Index,1139.09,asset
6097,2004-02-25,SPX Index,1143.67,asset
6098,2004-02-26,SPX Index,1144.91,asset
6099,2004-02-27,SPX Index,1144.94,asset
6100,2004-03-01,SPX Index,1155.96,asset
6101,2004-03-02,SPX Index,1149.1,asset
6102,2004-03-03,SPX Index,1151.04,asset
6103,2004-03-04,SPX Index,1154.88,asset
6104,2004-03-05,SPX Index,1156.87,asset
6105,2004-03-08,SPX Index,1147.21,asset
6106,2004-03-09,SPX Index,1140.58,asset
6107,2004-03-10,SPX Index,1123.89,asset
6108,2004-03-11,SPX Index,1106.78,asset
6109,2004-03-12,SPX Index,1120.57,asset
6110,2004-03-15,SPX Index,1104.49,asset
6111,2004-03-16,SPX Index,1110.7,asset
6112,2004-03-17,SPX Index,1123.75,asset
6113,2004-03-18,SPX Index,1122.32,asset
6114,2004-03-19,SPX Index,1109.78,asset
6115,2004-03-22,SPX Index,1095.4,asset
6116,2004-03-23,SPX Index,1093.95,asset
6117,2004-03-24,SPX Index,1091.33,asset
6118,2004-03-25,SPX Index,1109.19,asset
6119,2004-03-26,SPX Index,1108.06,asset
6120,2004-03-29,SPX Index,1122.47,asset
6121,2004-03-30,SPX Index,1127.0,asset
6122,2004-03-31,SPX Index,1126.21,asset
6123,2004-04-01,SPX Index,1132.17,asset
6124,2004-04-02,SPX Index,1141.81,asset
6125,2004-04-05,SPX Index,1150.57,asset
6126,2004-04-06,SPX Index,1148.16,asset
6127,2004-04-07,SPX Index,1140.53,asset
6128,2004-04-08,SPX Index,1139.32,asset
6129,2004-04-12,SPX Index,1145.2,asset
6130,2004-04-13,SPX Index,1129.44,asset
6131,2004-04-14,SPX Index,1128.17,asset
6132,2004-04-15,SPX Index,1128.84,asset
6133,2004-04-16,SPX Index,1134.61,asset
6134,2004-04-19,SPX Index,1135.82,asset
6135,2004-04-20,SPX Index,1118.15,asset
6136,2004-04-21,SPX Index,1124.09,asset
6137,2004-04-22,SPX Index,1139.93,asset
6138,2004-04-23,SPX Index,1140.6,asset
6139,2004-04-26,SPX Index,1135.53,asset
6140,2004-04-27,SPX Index,1138.11,asset
6141,2004-04-28,SPX Index,1122.41,asset
6142,2004-04-29,SPX Index,1113.89,asset
6143,2004-04-30,SPX Index,1107.31,asset
6144,2004-05-03,SPX Index,1117.49,asset
6145,2004-05-04,SPX Index,1119.55,asset
6146,2004-05-05,SPX Index,1121.53,asset
6147,2004-05-06,SPX Index,1113.99,asset
6148,2004-05-07,SPX Index,1098.7,asset
6149,2004-05-10,SPX Index,1087.12,asset
6150,2004-05-11,SPX Index,1095.45,asset
6151,2004-05-12,SPX Index,1097.28,asset
6152,2004-05-13,SPX Index,1096.44,asset
6153,2004-05-14,SPX Index,1095.7,asset
6154,2004-05-17,SPX Index,1084.1,asset
6155,2004-05-18,SPX Index,1091.49,asset
6156,2004-05-19,SPX Index,1088.69,asset
6157,2004-05-20,SPX Index,1089.19,asset
6158,2004-05-21,SPX Index,1093.56,asset
6159,2004-05-24,SPX Index,1095.41,asset
6160,2004-05-25,SPX Index,1113.05,asset
6161,2004-05-26,SPX Index,1114.94,asset
6162,2004-05-27,SPX Index,1121.28,asset
6163,2004-05-28,SPX Index,1120.68,asset
6164,2004-06-01,SPX Index,1121.2,asset
6165,2004-06-02,SPX Index,1124.99,asset
6166,2004-06-03,SPX Index,1116.64,asset
6167,2004-06-04,SPX Index,1122.5,asset
6168,2004-06-07,SPX Index,1140.42,asset
6169,2004-06-08,SPX Index,1142.18,asset
6170,2004-06-09,SPX Index,1131.33,asset
6171,2004-06-10,SPX Index,1136.47,asset
6172,2004-06-14,SPX Index,1125.29,asset
6173,2004-06-15,SPX Index,1132.01,asset
6174,2004-06-16,SPX Index,1133.56,asset
6175,2004-06-17,SPX Index,1132.05,asset
6176,2004-06-18,SPX Index,1135.02,asset
6177,2004-06-21,SPX Index,1130.3,asset
6178,2004-06-22,SPX Index,1134.41,asset
6179,2004-06-23,SPX Index,1144.06,asset
6180,2004-06-24,SPX Index,1140.65,asset
6181,2004-06-25,SPX Index,1134.43,asset
6182,2004-06-28,SPX Index,1133.35,asset
6183,2004-06-29,SPX Index,1136.2,asset
6184,2004-06-30,SPX Index,1140.84,asset
6185,2004-07-01,SPX Index,1128.94,asset
6186,2004-07-02,SPX Index,1125.38,asset
6187,2004-07-06,SPX Index,1116.21,asset
6188,2004-07-07,SPX Index,1118.33,asset
6189,2004-07-08,SPX Index,1109.11,asset
6190,2004-07-09,SPX Index,1112.81,asset
6191,2004-07-12,SPX Index,1114.35,asset
